epoch,dice_metric,loss,mean_IOU_gpu,val_dice_metric,val_loss,val_mean_IOU_gpu
0,0.196252416104,2.20222654126,0.113059861736,0.203239151531,1.80128912492,0.118272734552
1,0.465011900046,0.833089759856,0.326450750495,0.319612027569,1.05634393882,0.197272384539
2,0.537992388349,0.596339341893,0.395654259137,0.411219814284,0.773041864688,0.266395901414
3,0.593965599182,0.477084269841,0.445582628401,0.605488259684,0.42013969103,0.446050603281
4,0.647895846102,0.390256714264,0.501413928063,0.677384894003,0.332523280247,0.527080193162
5,0.680381486964,0.344718791996,0.536402326943,0.636111236431,0.376567763361,0.477279468016
6,0.747711445045,0.247529994358,0.613292858306,0.613882161169,0.432032324035,0.463172412308
7,0.73636842647,0.271679410617,0.606241768358,0.755646337162,0.261500331997,0.632932610132
8,0.761493453775,0.234000062852,0.631872543783,0.744027458131,0.253419186751,0.623456451703
9,0.811687596519,0.16607173378,0.692932339329,0.780223339796,0.200760323046,0.659855986861
10,0.807276935589,0.178008316555,0.690254304596,0.660858633843,0.349061734128,0.507220640779
11,0.808012284715,0.171420880264,0.689905150069,0.413205311041,1.18247156793,0.290084835989
12,0.812468277686,0.168895345445,0.696579734936,0.795691899278,0.195684754882,0.687688727609
13,0.781152617149,0.218728864152,0.662519829592,0.543276984583,0.631519331851,0.391095499085
14,0.790351165214,0.202753316103,0.669879519578,0.796722955324,0.192977481098,0.679339371622
15,0.802483057133,0.212855102814,0.690753031861,0.852618035945,0.12507673861,0.749693940986
16,0.833478876738,0.151195801907,0.727452004949,0.547103490342,0.562942605127,0.401315819133
17,0.805658768825,0.176185637919,0.690434526916,0.810937900435,0.171481130475,0.694570575248
18,0.831173719782,0.152883390172,0.727148534523,0.538904996419,0.627149618485,0.386977387592
19,0.845929510064,0.130892757533,0.741695081947,0.833546425809,0.146613826806,0.729674240405
20,0.859212722441,0.114006591754,0.758481269533,0.723179551688,0.353239110925,0.59924379533
21,0.84540351563,0.135665021385,0.743034859348,0.605129970746,0.528809417378,0.454659718004
22,0.667586119624,0.435102433343,0.546609108028,0.743551118807,0.216011497446,0.60252615674
23,0.771064683945,0.211830915074,0.640426307315,0.820063864643,0.152111204002,0.703821110454
24,0.797245294157,0.18074072491,0.675327801494,0.647574869069,0.343471051448,0.492322822863
25,0.808338686372,0.1719541643,0.693675903058,0.510680254887,0.618391843005,0.359338545325
26,0.814489396233,0.171436568214,0.703639714856,0.784271176566,0.191626149145,0.664127496156
27,0.840667583124,0.134013143641,0.73328550175,0.519013766538,0.590554088354,0.378524795852
28,0.843317546929,0.138282261676,0.741091894983,0.449536215175,0.723027627576,0.312861054289
29,0.843710635648,0.133597679098,0.739097214257,0.716285398061,0.292790079997,0.57715311511
30,0.859064374307,0.114381993998,0.758366672078,0.484306222505,0.720553979278,0.368749495596
31,0.845570279643,0.133640382175,0.745003848666,0.856939164075,0.124574768611,0.758618194949
32,0.78111933247,0.209827733687,0.663220887684,0.779469210993,0.188659689812,0.64778797193
33,0.844380260417,0.137503320163,0.742495885401,0.858805615794,0.121148395183,0.761698522351
34,0.865888416165,0.10816475305,0.769488730816,0.847598689524,0.133152372966,0.749669251117
35,0.855913524074,0.119753912844,0.754815399647,0.787231311435,0.204818355597,0.684175613008
36,0.874505016539,0.0993097184057,0.781873305338,0.690795930949,0.415871934627,0.571525736289
37,0.874441518326,0.100427648485,0.782532360217,0.810249119997,0.183011041277,0.719291620634
38,0.874406309441,0.103061498585,0.785002276452,0.75777696344,0.224421820688,0.634865277193
39,0.878730909692,0.0979737217604,0.789694357099,0.799358991059,0.180312209339,0.686564173888
40,0.870216114955,0.106564129035,0.777000142769,0.771361458031,0.273136489432,0.662318737669
41,0.872623390321,0.104464585507,0.782007799907,0.644656356085,0.523305698891,0.517131902277
42,0.827336137343,0.188542592123,0.73065887798,0.797001719475,0.19008161788,0.682607129216
43,0.747249210122,0.251082531167,0.618057246461,0.836921517145,0.149333445525,0.737929521637
44,0.846623071516,0.130864408808,0.742992949004,0.85997911204,0.117646059699,0.764342809265
45,0.851539360152,0.124209928053,0.748077143623,0.874079037796,0.10634183037,0.78316613219
46,0.853537624533,0.12460586105,0.753180406611,0.868442784656,0.110404977406,0.77344596386
47,0.849917132445,0.129342763487,0.750711149188,0.788008172404,0.182250528342,0.662205617536
48,0.841284377707,0.137464109996,0.738404110225,0.844290871512,0.130770633674,0.739972901615
49,0.870569540395,0.105195893596,0.776967105239,0.874178742821,0.104359327985,0.786628269336
50,0.871808104443,0.10234164868,0.777686755164,0.874037653208,0.102763838981,0.782049271193
51,0.858128508308,0.126419318087,0.766340758463,0.770142808557,0.205164346675,0.641817943616
52,0.852260919532,0.127493430653,0.754678740947,0.851432179863,0.123971387236,0.748836043206
53,0.876602096991,0.100804154902,0.788857729146,0.78362439031,0.189831344157,0.661907143214
54,0.876352984797,0.0983648292645,0.787672550841,0.821410254999,0.160010111772,0.716555986892
55,0.877328143577,0.100703753136,0.789103844551,0.869030464779,0.106949420223,0.774980135939
56,0.885596261482,0.0913958297384,0.800706039776,0.880627309734,0.0988269328055,0.793434056369
57,0.892303377691,0.0828027856357,0.810572406258,0.882382300767,0.0952350945127,0.795279570601
58,0.877546402541,0.103290211193,0.793258998581,0.844488368793,0.139898082834,0.74830452556
59,0.878795193301,0.0983942406572,0.791107060933,0.835294547406,0.140390827744,0.72962107848
60,0.882683379482,0.0929423998289,0.796461861242,0.697359759699,0.393677435307,0.572712596845
61,0.87657582519,0.101986292355,0.788797341513,0.876688572493,0.0983891249211,0.785314107483
62,0.864898846607,0.112824540717,0.771771701297,0.850887176665,0.12738727829,0.752698761496
63,0.890230051195,0.0860021038715,0.807955331875,0.815001677383,0.15889885412,0.6958653534
64,0.894863283393,0.0795559472583,0.813471056596,0.827280345288,0.14771985415,0.718050749464
65,0.887506242352,0.0913193914287,0.805706905897,0.696048496799,0.30201960355,0.557187685912
66,0.877844488079,0.0987417435067,0.790562102439,0.853688733144,0.12284680058,0.754976130345
67,0.894325198549,0.0823631567523,0.814650798386,0.7781736126,0.216633308002,0.663225138052
68,0.882324838277,0.0963409572388,0.797890936034,0.668214946985,0.362783110277,0.526157268746
69,0.895475851165,0.0787767105538,0.814245214968,0.767400862141,0.239195983349,0.656674305485
70,0.879758403157,0.0989874319521,0.794963071292,0.763425291939,0.237547131933,0.650159479542
71,0.892949886093,0.0850660273184,0.81365107918,0.636899261312,0.544052657079,0.507348057899
72,0.89276506383,0.083717664478,0.812376090673,0.699618009004,0.330964201215,0.5679600442
73,0.895975666215,0.0782910881169,0.815018994038,0.773914289026,0.251054629514,0.665506316307
74,0.904988693468,0.0717292252759,0.83100078413,0.80144116147,0.183107798919,0.691374490207
75,0.874003963338,0.109629192738,0.790069657143,0.47885393419,1.02012205226,0.372063075785
76,0.874086972138,0.102784094674,0.786259508494,0.866384400563,0.109103136019,0.769865071232
77,0.897874890554,0.0759913568771,0.818496518063,0.813809019598,0.173364740966,0.710825957358
78,0.899999502331,0.073610736678,0.821204265561,0.768412096934,0.246779284863,0.662376756611
79,0.874034546391,0.109189253282,0.787829938411,0.81374020739,0.162259038707,0.693429717963
80,0.894015957912,0.0858450939107,0.816584673795,0.787845495072,0.20615287921,0.676997296173
81,0.900530400902,0.0743343870184,0.821933518154,0.588073915379,0.617809836499,0.468188651922
82,0.904124287042,0.0723068733615,0.828916220954,0.768029932271,0.227823900228,0.648719163781
83,0.909386475881,0.0659190411068,0.83640145834,0.739860927517,0.37283701348,0.630125591701
84,0.888142661916,0.0905819239208,0.808365465866,0.791797820817,0.186405032534,0.673498485576
85,0.898279523007,0.0760082707863,0.818686030128,0.812621092254,0.162371674214,0.696180911227
