epoch,dice_metric,loss,mean_IOU_gpu,val_dice_metric,val_loss,val_mean_IOU_gpu
0,0.405266674913,1.61049043952,0.279040632112,0.722671593539,0.290532456245,0.579706138466
1,0.545040967639,0.608177701331,0.409497362044,0.623405607417,0.400377578568,0.462125129998
2,0.625387565882,0.457674709572,0.488741624762,0.553828182863,0.56697896705,0.418094442226
3,0.588613125185,0.494980320334,0.44458008772,0.728083208203,0.264983488712,0.581969997846
4,0.648552764546,0.378542104454,0.506914001523,0.734432543628,0.237243304728,0.589704868384
5,0.642430694115,0.371953684046,0.496720716508,0.689408170059,0.279085608665,0.537599019241
6,0.670512017578,0.342798769963,0.52383802786,0.758872779086,0.213738298975,0.618343632668
7,0.676438985298,0.330673795871,0.532535123253,0.626767362934,0.360574859194,0.476595417596
8,0.656034859895,0.373864311875,0.517890401486,0.766518160701,0.204989834921,0.627990690991
9,0.681437710244,0.339602337266,0.542903882056,0.726377340965,0.224912842968,0.583183802664
10,0.692836577955,0.305489311917,0.55008945629,0.620366365416,0.309942237567,0.474186719046
11,0.720222158113,0.261191761328,0.579038804679,0.677590355277,0.26523900195,0.528192879865
12,0.709418053447,0.272802229632,0.566537322326,0.75403026212,0.204267692519,0.61532472074
13,0.743797001815,0.238852943736,0.605313848666,0.810954200104,0.163945853012,0.688442665152
14,0.726949977905,0.263593731354,0.588768569357,0.812376476824,0.167186564533,0.69140182808
15,0.766453282701,0.212968658806,0.633933195261,0.762209408946,0.210925307591,0.640495343469
16,0.749195308396,0.239501998769,0.616670011721,0.808967338875,0.163706484367,0.685903389938
17,0.723636408647,0.278769854757,0.58895683853,0.752197254449,0.21449062624,0.61093144957
18,0.723491010303,0.288341659262,0.589213916656,0.816487310454,0.154891298385,0.693945813924
19,0.719051762098,0.266263805781,0.581897924861,0.805952697992,0.184257528745,0.683186599985
20,0.743765981209,0.252535834796,0.61346021716,0.785279723816,0.182149682194,0.654633280821
21,0.767806648305,0.209371963384,0.639573902795,0.821752561256,0.161834955332,0.705428945832
22,0.693566793745,0.318089082611,0.556637779706,0.7008543103,0.273305423325,0.559863528237
23,0.662452285376,0.35730847912,0.52173509287,0.534951001173,0.444743642118,0.380594665185
24,0.747528888661,0.243529860382,0.617987013224,0.797247398645,0.186162913917,0.672804982401
25,0.753771238255,0.225659189539,0.620261323271,0.767581690103,0.211189231835,0.639930435456
26,0.710237383485,0.316216826119,0.58108439019,0.7850816641,0.180863052374,0.653676213697
27,0.775079243412,0.205678660912,0.645998922261,0.800837274641,0.167352489196,0.676123847254
28,0.774144802581,0.20955728239,0.645514229106,0.808709833771,0.174304911634,0.686873342842
29,0.676558053027,0.386623273933,0.547293576929,0.821027075872,0.151503628585,0.701138287783
30,0.72306544266,0.273593180484,0.587340367036,0.822456821799,0.151312927599,0.703987494111
31,0.766702220897,0.21180021221,0.635561928153,0.805120004341,0.168469109572,0.682211265899
32,0.780666729417,0.200556634728,0.654092284014,0.820906287059,0.155161571805,0.703840466216
33,0.757663641313,0.228904277105,0.629039816709,0.787160360254,0.181402491638,0.662097470835
34,0.793602645999,0.192620276539,0.676544576959,0.805378930643,0.16923439363,0.686115546152
35,0.795061613875,0.184186740506,0.673883016663,0.856544796377,0.116769014625,0.754012690857
36,0.815734998144,0.16299149902,0.700957097489,0.865587182343,0.109237283817,0.767660453916
37,0.814047641977,0.16569683983,0.697685795225,0.865149617195,0.10813737195,0.767462311313
38,0.802768176553,0.188064951374,0.690913610537,0.849141340703,0.121657627868,0.744033463299
39,0.767927726411,0.223055193822,0.643324964426,0.831884184852,0.147920938907,0.720326845534
40,0.817805548208,0.161995578482,0.705460419257,0.861231219023,0.106849435542,0.760716954246
41,0.819621379026,0.157387449961,0.704261268329,0.845759017393,0.118129277253,0.738364867866
42,0.819783914571,0.159343431845,0.709020043112,0.865551812574,0.104408693616,0.766659490764
43,0.807891576579,0.171193343183,0.692973212311,0.877565352246,0.0976499289973,0.785688456148
44,0.816994246208,0.161495584769,0.704919086562,0.862130368128,0.117886765976,0.764647997916
45,0.788449834694,0.195994377211,0.670069990285,0.706813916564,0.29153290845,0.605369856057
46,0.807962295383,0.182961432715,0.698460456097,0.865806609392,0.113754891092,0.768775463104
47,0.808671798369,0.180771093289,0.698324994607,0.873562695459,0.100670403684,0.779701506719
48,0.824519851593,0.153749001071,0.714985965027,0.881539562717,0.0934435134986,0.791659422219
49,0.824495249625,0.15202770892,0.715499184499,0.87588711828,0.0961103439331,0.782956367359
50,0.84244145167,0.133565169166,0.738965508011,0.829627906904,0.15165067988,0.719306544401
51,0.828041767833,0.14166481221,0.715067646118,0.887596676126,0.0902446223772,0.801374992356
52,0.809116159048,0.176496818963,0.698701944014,0.87787514925,0.103349983809,0.787529347464
53,0.828519115149,0.156216542227,0.72388702444,0.855091815814,0.109514032374,0.752440158278
54,0.778388388229,0.208250525774,0.655817216093,0.886311220005,0.0969166910509,0.80024301447
55,0.822965391056,0.159775902602,0.716126800637,0.873754475266,0.103858456248,0.780626669526
56,0.811450552158,0.165198253599,0.696201339966,0.880782438442,0.0938975024037,0.791840782389
57,0.825451952038,0.150692496336,0.71612751514,0.886119924486,0.08106465725,0.799136377871
