epoch,dice_metric,loss,mean_IOU_gpu,val_dice_metric,val_loss,val_mean_IOU_gpu
0,0.264484380186,0.897749890387,0.154357419536,0.380704183877,0.802638101578,0.238891205192
1,0.344893897139,0.896094144881,0.214751390647,0.441318914294,0.787917929888,0.290525589883
2,0.423296156153,0.778264825791,0.276085352525,0.42215629518,0.768595743179,0.273609040678
3,0.395441282541,0.813552060723,0.253493535053,0.435873034596,0.747901639342,0.285576985776
4,0.390237380937,0.801436600089,0.247734188661,0.491037926078,0.729865962267,0.336320127547
5,0.401164953411,0.817626906186,0.260276026279,0.57383326292,0.710550272465,0.417753987014
6,0.398909172602,0.848634761572,0.258384642936,0.640914881229,0.688143733144,0.488281172514
7,0.428807007521,0.823124609888,0.286796477437,0.695139202476,0.667631569505,0.549682372808
8,0.458813497797,0.826440908015,0.314195042104,0.741718411446,0.643528166413,0.605163916945
9,0.555355226621,0.64113311246,0.398570532165,0.727897620201,0.593319517374,0.588553833961
10,0.52091704756,0.700284678489,0.367033347301,0.72102946043,0.586252877116,0.573291689157
11,0.611554161459,0.603201610595,0.456783553399,0.717037290335,0.541919511557,0.569429790974
12,0.578756953031,0.61657339111,0.422223367542,0.358515566587,0.619667434692,0.244664189219
13,0.603516067937,0.565333594009,0.45294192154,0.0181183632463,0.85505772233,0.00954616162926
14,0.650680005178,0.467664015666,0.501927464642,0.0314328275621,0.928447759151,0.0172638893127
15,0.692004664242,0.402414384484,0.544920714945,0.146942831017,0.876201122999,0.0884114969987
16,0.697774742171,0.383246358484,0.555455859564,0.0579867459834,1.13711204529,0.0329491559416
17,0.726553733647,0.322729127482,0.595320374519,0.00544910267345,1.40567541122,0.00279911930265
18,0.642285878956,0.433463055082,0.494647171907,0.0527988418937,1.38407244086,0.0298409681767
19,0.712844264135,0.338142727502,0.580112927034,0.00317376367748,1.73321195841,0.00161246974021
20,0.714749407023,0.325082612783,0.584324390441,0.0215687613934,1.7579033494,0.011655763723
21,0.738612429798,0.292775295582,0.609086631052,0.0267140232027,1.83214107752,0.0146235968918
22,0.74727396071,0.265787706897,0.615233967453,0.281552916765,1.16556108743,0.19163590949
23,0.681152008474,0.363454276323,0.542530286312,0.0,2.33119521141,0.0
24,0.701093515754,0.336283258721,0.567460232973,0.0,2.48518712521,0.0
25,0.763736580312,0.239151521027,0.632916196436,0.041157270968,1.9791752398,0.0235472200438
26,0.705002105609,0.345298111811,0.571377787739,0.0,2.61177434921,0.0
27,0.728095105663,0.309603522532,0.598269744962,0.0,2.59375002384,0.0
28,0.730881038308,0.287861437909,0.598072751611,0.0,2.56495668888,0.0
29,0.49545851117,0.768996973801,0.365764708165,0.74066208005,0.256656277925,0.607001417875
30,0.574262782652,0.510769860633,0.436188373109,0.365775820613,0.716520629823,0.245666752756
31,0.70173576735,0.348010337725,0.57130218111,0.0,2.38293008804,0.0
32,0.742675963044,0.268078365922,0.612365335971,0.236048003286,1.38527548611,0.152632610686
33,0.693339300528,0.376427418366,0.567045074143,0.0,2.69142849445,0.0
34,0.717592041194,0.314665856026,0.587610382587,0.387022301555,0.787142065167,0.260680001974
35,0.753811072931,0.274663255829,0.630767586455,0.262846823037,1.29902820885,0.172643944621
36,0.78801573962,0.228354930133,0.670786798745,0.293028771877,1.17369972765,0.195547465235
37,0.729685425386,0.30945470389,0.607275677286,0.128347089828,1.50818799138,0.0794439035002
38,0.701847047359,0.334174429625,0.569403326884,0.0184878051281,2.13826290369,0.0101854339242
39,0.7446297694,0.309081026725,0.629775526933,0.173786135204,1.36904518008,0.105844118726
40,0.783869083598,0.23096779231,0.663462563232,0.0164282187819,2.34730894566,0.00894920751452
41,0.746103690565,0.276337198447,0.622623310983,0.460162548721,0.686407673359,0.319142897427
42,0.705313605443,0.35484615704,0.579315917566,0.0665002018213,1.7604209125,0.0382429908961
